journal,issn
http://www.wikidata.org/entity/Q15817337,0976-2477
http://www.wikidata.org/entity/Q15817341,0975-8453
http://www.wikidata.org/entity/Q15817565,1016-9628
http://www.wikidata.org/entity/Q15817686,1000-1263
http://www.wikidata.org/entity/Q15817886,0975-2919
http://www.wikidata.org/entity/Q15817919,0975-3575
http://www.wikidata.org/entity/Q15752028,1038-510X
http://www.wikidata.org/entity/Q15752081,1047-0387
http://www.wikidata.org/entity/Q15752143,1038-3441
http://www.wikidata.org/entity/Q15752165,1038-6807
http://www.wikidata.org/entity/Q15752186,1046-4360
http://www.wikidata.org/entity/Q15752486,1042-8143
http://www.wikidata.org/entity/Q15753236,1035-0772
http://www.wikidata.org/entity/Q15753466,1041-7567
http://www.wikidata.org/entity/Q15753922,1044-8314
http://www.wikidata.org/entity/Q15754248,1047-9627
http://www.wikidata.org/entity/Q15754293,1052-0457
http://www.wikidata.org/entity/Q15754389,1051-712X
http://www.wikidata.org/entity/Q15754469,1045-988X
http://www.wikidata.org/entity/Q15754631,1053-7287
http://www.wikidata.org/entity/Q15755196,1047-8035
http://www.wikidata.org/entity/Q15755227,1057-1515
http://www.wikidata.org/entity/Q15755272,1037-5783
http://www.wikidata.org/entity/Q15755435,1054-7479
http://www.wikidata.org/entity/Q15755565,1057-2309
http://www.wikidata.org/entity/Q15755723,1037-4124
http://www.wikidata.org/entity/Q15755747,1030-617X
http://www.wikidata.org/entity/Q15756151,1041-0236
http://www.wikidata.org/entity/Q15756190,1029-4937
http://www.wikidata.org/entity/Q15756190,1055-6788
http://www.wikidata.org/entity/Q15756542,1025-3386
http://www.wikidata.org/entity/Q15756725,1024-5057
http://www.wikidata.org/entity/Q15756805,1033-8330
http://www.wikidata.org/entity/Q15757037,1045-2354
http://www.wikidata.org/entity/Q15757075,1041-2743
http://www.wikidata.org/entity/Q15757252,1033-3673
http://www.wikidata.org/entity/Q15757328,1024-9540
http://www.wikidata.org/entity/Q15757344,1034-3024
http://www.wikidata.org/entity/Q15757367,1026-3527
http://www.wikidata.org/entity/Q15757603,1053-0819
http://www.wikidata.org/entity/Q15757864,1056-8336
http://www.wikidata.org/entity/Q15758036,1040-9602
http://www.wikidata.org/entity/Q15758337,1048-4876
http://www.wikidata.org/entity/Q15758779,1026-9169
http://www.wikidata.org/entity/Q15758860,1050-6411
http://www.wikidata.org/entity/Q15758883,1055-8942
http://www.wikidata.org/entity/Q15758888,1055-8896
http://www.wikidata.org/entity/Q15759044,1055-6915
http://www.wikidata.org/entity/Q15759059,1038-6475
http://www.wikidata.org/entity/Q15759224,1028-334X
http://www.wikidata.org/entity/Q15759311,1040-726X
http://www.wikidata.org/entity/Q15759377,1049-8850
http://www.wikidata.org/entity/Q15759381,1048-9533
http://www.wikidata.org/entity/Q15759464,1051-2004
http://www.wikidata.org/entity/Q15759754,1049-2631
http://www.wikidata.org/entity/Q15760381,1030-9616
http://www.wikidata.org/entity/Q15760700,1039-2831
http://www.wikidata.org/entity/Q15761519,1054-9714
http://www.wikidata.org/entity/Q15761570,1037-6178
http://www.wikidata.org/entity/Q15761651,1055-1379
http://www.wikidata.org/entity/Q15761838,1034-9952
http://www.wikidata.org/entity/Q15762186,1043-7398
http://www.wikidata.org/entity/Q15762197,1052-2263
http://www.wikidata.org/entity/Q15762482,1053-881X
http://www.wikidata.org/entity/Q15762579,1052-3057
http://www.wikidata.org/entity/Q15762658,1044-5323
http://www.wikidata.org/entity/Q15762837,1026-3500
http://www.wikidata.org/entity/Q15762847,1047-1979
http://www.wikidata.org/entity/Q15763093,1053-816X
http://www.wikidata.org/entity/Q15763437,1030-8482
http://www.wikidata.org/entity/Q15763504,1039-3285
http://www.wikidata.org/entity/Q15764422,1032-6634
http://www.wikidata.org/entity/Q15764537,1047-9635
http://www.wikidata.org/entity/Q15764623,1044-7946
http://www.wikidata.org/entity/Q15764769,1048-3756
http://www.wikidata.org/entity/Q15764785,1046-560X
http://www.wikidata.org/entity/Q15765419,1045-7437
http://www.wikidata.org/entity/Q15765422,1053-587X
http://www.wikidata.org/entity/Q15765683,1051-1733
http://www.wikidata.org/entity/Q15765727,1045-4438
http://www.wikidata.org/entity/Q15765814,1036-6733
http://www.wikidata.org/entity/Q15765860,1042-2234
http://www.wikidata.org/entity/Q15765897,1048-9843
http://www.wikidata.org/entity/Q15765988,1056-7879
http://www.wikidata.org/entity/Q15766047,1050-4877
http://www.wikidata.org/entity/Q15766128,1055-3096
http://www.wikidata.org/entity/Q15766128,1055-310X
http://www.wikidata.org/entity/Q15766326,1055-0887
http://www.wikidata.org/entity/Q15766451,1044-4386
http://www.wikidata.org/entity/Q15766475,1026-0226
http://www.wikidata.org/entity/Q15766482,1035-3712
http://www.wikidata.org/entity/Q15766548,1051-0443
http://www.wikidata.org/entity/Q15766619,1027-6084
http://www.wikidata.org/entity/Q15766680,1056-2176
http://www.wikidata.org/entity/Q15767187,1045-926X
http://www.wikidata.org/entity/Q15767232,1041-0392
http://www.wikidata.org/entity/Q15767321,1057-0810
http://www.wikidata.org/entity/Q15767617,1037-3403
http://www.wikidata.org/entity/Q15767682,1056-8360
http://www.wikidata.org/entity/Q15816611,1027-037X
http://www.wikidata.org/entity/Q15816711,1039-3277
http://www.wikidata.org/entity/Q15817258,1026-5449
http://www.wikidata.org/entity/Q15817258,1029-0370
http://www.wikidata.org/entity/Q15817355,1030-2611
http://www.wikidata.org/entity/Q15817589,1056-8689
http://www.wikidata.org/entity/Q15817651,1028-8813
http://www.wikidata.org/entity/Q15751873,1075-7163
http://www.wikidata.org/entity/Q15751991,1063-7192
http://www.wikidata.org/entity/Q15752120,1070-8022
http://www.wikidata.org/entity/Q15752128,1061-4982
http://www.wikidata.org/entity/Q15752185,1066-9809
http://www.wikidata.org/entity/Q15752353,1076-5670
http://www.wikidata.org/entity/Q15752486,1071-5819
http://www.wikidata.org/entity/Q15752841,1060-586X
http://www.wikidata.org/entity/Q15752906,1086-4784
http://www.wikidata.org/entity/Q15753011,1072-4109
http://www.wikidata.org/entity/Q15753409,1082-6068
http://www.wikidata.org/entity/Q15753624,1059-7115
http://www.wikidata.org/entity/Q15753640,1069-2088
http://www.wikidata.org/entity/Q15753649,1070-3632
http://www.wikidata.org/entity/Q15753745,1068-2767
http://www.wikidata.org/entity/Q15753758,1059-1311
http://www.wikidata.org/entity/Q15753922,1082-6742
http://www.wikidata.org/entity/Q15753959,1080-8388
http://www.wikidata.org/entity/Q15754049,1075-4210
http://www.wikidata.org/entity/Q15754137,1067-4993
http://www.wikidata.org/entity/Q15754217,1074-0708
http://www.wikidata.org/entity/Q15754247,1075-4377
http://www.wikidata.org/entity/Q15754248,1074-5351
http://www.wikidata.org/entity/Q15754481,1070-3713
http://www.wikidata.org/entity/Q15754749,1079-9907
http://www.wikidata.org/entity/Q15754801,1081-0625
http://www.wikidata.org/entity/Q15755439,1061-0057
http://www.wikidata.org/entity/Q15755540,1058-0476
http://www.wikidata.org/entity/Q15755569,1063-0198
http://www.wikidata.org/entity/Q15755596,1066-5234
http://www.wikidata.org/entity/Q15756041,1062-5194
http://www.wikidata.org/entity/Q15756041,1070-4531
http://www.wikidata.org/entity/Q15756057,1060-1503
http://www.wikidata.org/entity/Q15757141,1073-9696
http://www.wikidata.org/entity/Q15757367,1069-3513
http://www.wikidata.org/entity/Q15757426,1077-4866
http://www.wikidata.org/entity/Q15757574,1058-5427
http://www.wikidata.org/entity/Q15757801,1078-7895
http://www.wikidata.org/entity/Q15758031,1076-0962
http://www.wikidata.org/entity/Q15758036,1060-8494
http://www.wikidata.org/entity/Q15758360,1074-164X
http://www.wikidata.org/entity/Q15758389,1067-2516
http://www.wikidata.org/entity/Q15758392,1072-4761
http://www.wikidata.org/entity/Q15758421,1059-8308
http://www.wikidata.org/entity/Q15758461,1077-7229
http://www.wikidata.org/entity/Q15758522,1080-2754
http://www.wikidata.org/entity/Q15758678,1058-1243
http://www.wikidata.org/entity/Q15758766,1079-8587
http://www.wikidata.org/entity/Q15758788,1073-5127
http://www.wikidata.org/entity/Q15758995,1060-6041
http://www.wikidata.org/entity/Q15759212,1077-3142
http://www.wikidata.org/entity/Q15759258,1064-119X
http://www.wikidata.org/entity/Q15759352,1076-8866
http://www.wikidata.org/entity/Q15759451,1071-5800
http://www.wikidata.org/entity/Q15759749,1064-6647
http://www.wikidata.org/entity/Q15759832,1079-8021
http://www.wikidata.org/entity/Q15759849,1073-0508
http://www.wikidata.org/entity/Q15760089,1066-8888
http://www.wikidata.org/entity/Q15760167,1062-4228
http://www.wikidata.org/entity/Q15760241,1058-6768
http://www.wikidata.org/entity/Q15761020,1058-4323
http://www.wikidata.org/entity/Q15761195,1073-6085
http://www.wikidata.org/entity/Q15761237,1068-2724
http://www.wikidata.org/entity/Q15761459,1061-0022
http://www.wikidata.org/entity/Q15761588,1066-8217
http://www.wikidata.org/entity/Q15761645,1064-1246
http://www.wikidata.org/entity/Q15762382,1059-048X
http://www.wikidata.org/entity/Q15762698,1081-9436
http://www.wikidata.org/entity/Q15762736,1070-5309
http://www.wikidata.org/entity/Q15762837,1066-5285
http://www.wikidata.org/entity/Q15763031,1086-3273
http://www.wikidata.org/entity/Q15763323,1076-9307
http://www.wikidata.org/entity/Q15763413,1076-0180
http://www.wikidata.org/entity/Q15763439,1065-223X
http://www.wikidata.org/entity/Q15764004,1063-8652
http://www.wikidata.org/entity/Q15764204,1058-3572
http://www.wikidata.org/entity/Q15764338,1073-5836
http://www.wikidata.org/entity/Q15764351,1080-4013
http://www.wikidata.org/entity/Q15764948,1076-0342
http://www.wikidata.org/entity/Q15765025,1059-308X
http://www.wikidata.org/entity/Q15765045,1059-0161
http://www.wikidata.org/entity/Q15765155,1069-3629
http://www.wikidata.org/entity/Q15765264,1073-1849
http://www.wikidata.org/entity/Q15765273,1084-6522
http://www.wikidata.org/entity/Q15765665,1062-5887
http://www.wikidata.org/entity/Q15765697,1061-1967
http://www.wikidata.org/entity/Q15765792,1061-0405
http://www.wikidata.org/entity/Q15766197,1074-5785
http://www.wikidata.org/entity/Q15766201,1066-3622
http://www.wikidata.org/entity/Q15766603,1079-5383
http://www.wikidata.org/entity/Q15766678,1059-7069
http://www.wikidata.org/entity/Q15766791,1080-675X
http://www.wikidata.org/entity/Q15766878,1063-5769
http://www.wikidata.org/entity/Q15766905,1080-6687
http://www.wikidata.org/entity/Q15767167,1059-4310
http://www.wikidata.org/entity/Q15767629,1078-6791
http://www.wikidata.org/entity/Q15816446,1070-941X
http://www.wikidata.org/entity/Q15816505,1077-0097
http://www.wikidata.org/entity/Q15816523,1073-1687
http://www.wikidata.org/entity/Q15817135,1058-9759
http://www.wikidata.org/entity/Q15752051,1096-4762
http://www.wikidata.org/entity/Q15752185,1097-4768
http://www.wikidata.org/entity/Q15752483,1098-108X
http://www.wikidata.org/entity/Q15752486,1095-9300
http://www.wikidata.org/entity/Q15752615,1090-0233
http://www.wikidata.org/entity/Q15752640,1130-7498
http://www.wikidata.org/entity/Q15752822,1099-050X
http://www.wikidata.org/entity/Q15752933,1133-0686
http://www.wikidata.org/entity/Q15753106,1159-361X
http://www.wikidata.org/entity/Q15753239,1170-585X
http://www.wikidata.org/entity/Q15753333,1105-073X
http://www.wikidata.org/entity/Q15753359,1141-054X
http://www.wikidata.org/entity/Q15753363,1090-0586
http://www.wikidata.org/entity/Q15753466,1094-8449
http://www.wikidata.org/entity/Q15753541,1146-6480
http://www.wikidata.org/entity/Q15753582,1123-8968
http://www.wikidata.org/entity/Q15753710,1174-4707
http://www.wikidata.org/entity/Q15753963,1090-9516
http://www.wikidata.org/entity/Q15754230,1121-9130
http://www.wikidata.org/entity/Q15754753,1096-0007
http://www.wikidata.org/entity/Q15754929,1136-6834
http://www.wikidata.org/entity/Q15755630,1136-5536
http://www.wikidata.org/entity/Q15755752,1099-2871
http://www.wikidata.org/entity/Q15756139,1099-114X
http://www.wikidata.org/entity/Q15756170,1174-9202
http://www.wikidata.org/entity/Q15756359,1122-259X
http://www.wikidata.org/entity/Q15756751,1137-196X
http://www.wikidata.org/entity/Q15756983,1091-7098
http://www.wikidata.org/entity/Q15757037,1095-9955
http://www.wikidata.org/entity/Q15757426,1099-1670
http://www.wikidata.org/entity/Q15757918,1089-5701
http://www.wikidata.org/entity/Q15757919,1090-2678
http://www.wikidata.org/entity/Q15757938,1093-6025
http://www.wikidata.org/entity/Q15758270,1133-5165
http://www.wikidata.org/entity/Q15758269,1177-3316
http://www.wikidata.org/entity/Q15758560,1099-095X
http://www.wikidata.org/entity/Q15759212,1090-235X
http://www.wikidata.org/entity/Q15759502,1099-9264
http://www.wikidata.org/entity/Q15759671,1145-1408
http://www.wikidata.org/entity/Q15759693,1097-4954
http://www.wikidata.org/entity/Q15759709,1087-1209
http://www.wikidata.org/entity/Q15759785,1089-2591
http://www.wikidata.org/entity/Q15759825,1096-620X
http://www.wikidata.org/entity/Q15759903,1089-6287
http://www.wikidata.org/entity/Q15760081,1172-0360
http://www.wikidata.org/entity/Q15760207,1166-3413
http://www.wikidata.org/entity/Q15760484,1122-6218
http://www.wikidata.org/entity/Q15760639,1087-3430
http://www.wikidata.org/entity/Q15760751,1087-1357
http://www.wikidata.org/entity/Q15761247,1127-8951
http://www.wikidata.org/entity/Q15761505,1096-3758
http://www.wikidata.org/entity/Q15761884,1091-9066
http://www.wikidata.org/entity/Q15762203,1115-2788
http://www.wikidata.org/entity/Q15762223,1095-9998
http://www.wikidata.org/entity/Q15762617,1099-1069
http://www.wikidata.org/entity/Q15762658,1096-3618
http://www.wikidata.org/entity/Q15762751,1108-5800
http://www.wikidata.org/entity/Q15762759,1086-7376
http://www.wikidata.org/entity/Q15763014,1096-7494
http://www.wikidata.org/entity/Q15763189,1126-3393
http://www.wikidata.org/entity/Q15763323,1099-1158
http://www.wikidata.org/entity/Q15763620,1122-8679
http://www.wikidata.org/entity/Q15763906,1155-3316
http://www.wikidata.org/entity/Q15763991,1133-8776
http://www.wikidata.org/entity/Q15764016,1094-3501
http://www.wikidata.org/entity/Q15764090,1094-3277
http://www.wikidata.org/entity/Q15764397,1094-9968
http://www.wikidata.org/entity/Q15764494,1092-0811
http://www.wikidata.org/entity/Q15764643,1098-1217
http://www.wikidata.org/entity/Q15764702,1176-8614
http://www.wikidata.org/entity/Q15764758,1175-5652
http://www.wikidata.org/entity/Q15765041,1098-304X
http://www.wikidata.org/entity/Q15765082,1139-711X
http://www.wikidata.org/entity/Q15765090,1162-9088
http://www.wikidata.org/entity/Q15765304,1139-8736
http://www.wikidata.org/entity/Q15765541,1137-2834
http://www.wikidata.org/entity/Q15765703,1120-9550
http://www.wikidata.org/entity/Q15765824,1096-2964
http://www.wikidata.org/entity/Q15765881,1093-474X
http://www.wikidata.org/entity/Q15765985,1094-6950
http://www.wikidata.org/entity/Q15766688,1148-9227
http://www.wikidata.org/entity/Q15766712,1175-9534
http://www.wikidata.org/entity/Q15766844,1177-3936
http://www.wikidata.org/entity/Q15767034,1089-9995
http://www.wikidata.org/entity/Q15767187,1095-8533
http://www.wikidata.org/entity/Q15767533,1172-4382
http://www.wikidata.org/entity/Q15767533,1177-9837
http://www.wikidata.org/entity/Q15767546,1174-1538
http://www.wikidata.org/entity/Q15816268,1179-1381
http://www.wikidata.org/entity/Q15816555,1097-1963
http://www.wikidata.org/entity/Q15816664,1170-9758
http://www.wikidata.org/entity/Q15816914,1172-0085
http://www.wikidata.org/entity/Q15816912,1179-1578
http://www.wikidata.org/entity/Q15817012,1179-1535
http://www.wikidata.org/entity/Q15817023,1096-4681
http://www.wikidata.org/entity/Q15817320,1089-4667
http://www.wikidata.org/entity/Q15817439,1179-142X
http://www.wikidata.org/entity/Q15817628,1179-1330
http://www.wikidata.org/entity/Q15817881,1178-7112
http://www.wikidata.org/entity/Q24039945,1096-4045
http://www.wikidata.org/entity/Q15752047,1323-711X
http://www.wikidata.org/entity/Q15752290,1301-840X
http://www.wikidata.org/entity/Q15752292,1303-0671
http://www.wikidata.org/entity/Q15752311,1229-9197
http://www.wikidata.org/entity/Q15752376,1321-4500
http://www.wikidata.org/entity/Q15752715,1229-9502
http://www.wikidata.org/entity/Q15753080,1233-6246
http://www.wikidata.org/entity/Q15753128,1210-7832
http://www.wikidata.org/entity/Q15753230,1226-0282
http://www.wikidata.org/entity/Q15753230,1226-072X
http://www.wikidata.org/entity/Q15753417,1230-2325
http://www.wikidata.org/entity/Q15753960,1323-7640
http://www.wikidata.org/entity/Q15754676,1303-5304
http://www.wikidata.org/entity/Q15754838,1210-2709
http://www.wikidata.org/entity/Q15754908,1181-9227
http://www.wikidata.org/entity/Q15755434,1219-2589
http://www.wikidata.org/entity/Q15755520,1226-9816
http://www.wikidata.org/entity/Q15755584,1201-561X
http://www.wikidata.org/entity/Q15755942,1323-1650
http://www.wikidata.org/entity/Q15756124,1225-1763
http://www.wikidata.org/entity/Q15756207,1240-4535
http://www.wikidata.org/entity/Q15756209,1240-4543
http://www.wikidata.org/entity/Q15756333,1322-9974
http://www.wikidata.org/entity/Q15756435,1232-308X
http://www.wikidata.org/entity/Q15756602,1295-0661
http://www.wikidata.org/entity/Q15756878,1199-1054
http://www.wikidata.org/entity/Q15757788,1323-577X
http://www.wikidata.org/entity/Q15757979,1221-0803
http://www.wikidata.org/entity/Q15758093,1294-6303
http://www.wikidata.org/entity/Q15758142,1320-7105
http://www.wikidata.org/entity/Q15758209,1320-6567
http://www.wikidata.org/entity/Q15758244,1313-1311
http://www.wikidata.org/entity/Q15758291,1318-6701
http://www.wikidata.org/entity/Q15758292,1226-3613
http://www.wikidata.org/entity/Q15758560,1180-4009
http://www.wikidata.org/entity/Q15758571,1320-2707
http://www.wikidata.org/entity/Q15758580,1303-2917
http://www.wikidata.org/entity/Q15758734,1221-9975
http://www.wikidata.org/entity/Q15758853,1210-762X
http://www.wikidata.org/entity/Q15758984,1210-7816
http://www.wikidata.org/entity/Q15759236,1323-2495
http://www.wikidata.org/entity/Q15759298,1286-4560
http://www.wikidata.org/entity/Q15759564,1321-8719
http://www.wikidata.org/entity/Q15759671,1285-087X
http://www.wikidata.org/entity/Q15760024,1220-4781
http://www.wikidata.org/entity/Q15760080,1210-5538
http://www.wikidata.org/entity/Q15760122,1181-9340
http://www.wikidata.org/entity/Q15760357,1300-6355
http://www.wikidata.org/entity/Q15760421,1320-5161
http://www.wikidata.org/entity/Q15761001,1232-1087
http://www.wikidata.org/entity/Q15762261,1195-1036
http://www.wikidata.org/entity/Q15762681,1307-4164
http://www.wikidata.org/entity/Q15762915,1226-2153
http://www.wikidata.org/entity/Q15762915,1226-4261
http://www.wikidata.org/entity/Q15762934,1226-7228
http://www.wikidata.org/entity/Q15762946,1312-8876
http://www.wikidata.org/entity/Q15762953,1312-7594
http://www.wikidata.org/entity/Q15763129,1223-7027
http://www.wikidata.org/entity/Q15763318,1212-5059
http://www.wikidata.org/entity/Q15763421,1315-6268
http://www.wikidata.org/entity/Q15763642,1230-1159
http://www.wikidata.org/entity/Q15764189,1225-651X
http://www.wikidata.org/entity/Q15764221,1239-3401
http://www.wikidata.org/entity/Q15764466,1322-8676
http://www.wikidata.org/entity/Q15764534,1300-4433
http://www.wikidata.org/entity/Q15764638,1210-7891
http://www.wikidata.org/entity/Q15764638,1213-0613
http://www.wikidata.org/entity/Q15764639,1215-5950
http://www.wikidata.org/entity/Q15764758,1179-1896
http://www.wikidata.org/entity/Q15765166,1323-5818
http://www.wikidata.org/entity/Q15765338,1290-3868
http://www.wikidata.org/entity/Q15765369,1198-449X
http://www.wikidata.org/entity/Q15765480,1278-3331
http://www.wikidata.org/entity/Q15765675,1183-1278
http://www.wikidata.org/entity/Q15765737,1312-885X
http://www.wikidata.org/entity/Q15765917,1311-9702
http://www.wikidata.org/entity/Q15766317,1320-0968
http://www.wikidata.org/entity/Q15766648,1229-9162
http://www.wikidata.org/entity/Q15766715,1226-8615
http://www.wikidata.org/entity/Q15766744,1300-0683
http://www.wikidata.org/entity/Q15766946,1206-212X
http://www.wikidata.org/entity/Q15766946,1206-2138
http://www.wikidata.org/entity/Q15767166,1316-4945
http://www.wikidata.org/entity/Q15767373,1290-0729
http://www.wikidata.org/entity/Q15767534,1306-1216
http://www.wikidata.org/entity/Q15767620,1322-0829
http://www.wikidata.org/entity/Q15816474,1179-271X
http://www.wikidata.org/entity/Q15816691,1309-6249
http://www.wikidata.org/entity/Q15816700,1253-0476
http://www.wikidata.org/entity/Q15816755,1179-7266
http://www.wikidata.org/entity/Q15817188,1228-2472
http://www.wikidata.org/entity/Q15817238,1179-2779
http://www.wikidata.org/entity/Q15817311,1319-1683
http://www.wikidata.org/entity/Q15817425,1286-4692
http://www.wikidata.org/entity/Q15817524,1179-1594
http://www.wikidata.org/entity/Q15817530,1179-1624
http://www.wikidata.org/entity/Q15817528,1179-1616
http://www.wikidata.org/entity/Q15817581,1295-926X
http://www.wikidata.org/entity/Q15817740,1188-9071
http://www.wikidata.org/entity/Q15817882,1179-2728
http://www.wikidata.org/entity/Q15752028,1325-1570
http://www.wikidata.org/entity/Q15752271,1359-2998
http://www.wikidata.org/entity/Q15752416,1345-7594
http://www.wikidata.org/entity/Q15752655,1325-8338
http://www.wikidata.org/entity/Q15752871,1340-6868
http://www.wikidata.org/entity/Q15753093,1323-7799
http://www.wikidata.org/entity/Q15753109,1343-4373
http://www.wikidata.org/entity/Q15753111,1356-9783
http://www.wikidata.org/entity/Q15753365,1352-4658
http://www.wikidata.org/entity/Q15753375,1351-8216
http://www.wikidata.org/entity/Q15753780,1328-9756
http://www.wikidata.org/entity/Q15754060,1324-8758
http://www.wikidata.org/entity/Q15754082,1334-2312
http://www.wikidata.org/entity/Q15754125,1324-3209
http://www.wikidata.org/entity/Q15754238,1347-5460
http://www.wikidata.org/entity/Q15754295,1336-5266
http://www.wikidata.org/entity/Q15754455,1352-2310
http://www.wikidata.org/entity/Q15754855,1348-9615
http://www.wikidata.org/entity/Q15754883,1343-8832
http://www.wikidata.org/entity/Q15755175,1330-0598
http://www.wikidata.org/entity/Q15755207,1343-0130
http://www.wikidata.org/entity/Q15755470,1360-0451
http://www.wikidata.org/entity/Q15755534,1351-4393
http://www.wikidata.org/entity/Q15756267,1342-2367
http://www.wikidata.org/entity/Q15756410,1344-6924
http://www.wikidata.org/entity/Q15756467,1350-2360
http://www.wikidata.org/entity/Q15756607,1327-8835
http://www.wikidata.org/entity/Q15756977,1350-4827
http://www.wikidata.org/entity/Q15757005,1335-0552
http://www.wikidata.org/entity/Q15757005,1336-8052
http://www.wikidata.org/entity/Q15757256,1351-5101
http://www.wikidata.org/entity/Q15757343,1360-0516
http://www.wikidata.org/entity/Q15757357,1349-9963
http://www.wikidata.org/entity/Q15757441,1340-3419
http://www.wikidata.org/entity/Q15757479,1330-6928
http://www.wikidata.org/entity/Q15757784,1359-866X
http://www.wikidata.org/entity/Q15757923,1332-4853
http://www.wikidata.org/entity/Q15758341,1329-9360
http://www.wikidata.org/entity/Q15758349,1324-2989
http://www.wikidata.org/entity/Q15758437,1357-4809
http://www.wikidata.org/entity/Q15758647,1352-0237
http://www.wikidata.org/entity/Q15758756,1356-191X
http://www.wikidata.org/entity/Q15758801,1335-3632
http://www.wikidata.org/entity/Q15758841,1357-1516
http://www.wikidata.org/entity/Q15758898,1357-3217
http://www.wikidata.org/entity/Q15759062,1356-3475
http://www.wikidata.org/entity/Q15759415,1349-5380
http://www.wikidata.org/entity/Q15759443,1350-4630
http://www.wikidata.org/entity/Q15759445,1350-2417
http://www.wikidata.org/entity/Q15759448,1358-3948
http://www.wikidata.org/entity/Q15759455,1359-1886
http://www.wikidata.org/entity/Q15759549,1344-3909
http://www.wikidata.org/entity/Q15759767,1356-2576
http://www.wikidata.org/entity/Q15760079,1341-8998
http://www.wikidata.org/entity/Q15760150,1350-2344
http://www.wikidata.org/entity/Q15760229,1351-3621
http://www.wikidata.org/entity/Q15760455,1345-1081
http://www.wikidata.org/entity/Q15760490,1359-1355
http://www.wikidata.org/entity/Q15760638,1342-856X
http://www.wikidata.org/entity/Q15760885,1344-4425
http://www.wikidata.org/entity/Q15760943,1354-7860
http://www.wikidata.org/entity/Q15761052,1323-9163
http://www.wikidata.org/entity/Q15761162,1359-1983
http://www.wikidata.org/entity/Q15761184,1360-2004
http://www.wikidata.org/entity/Q15761353,1345-0069
http://www.wikidata.org/entity/Q15761370,1351-5462
http://www.wikidata.org/entity/Q15761678,1335-2563
http://www.wikidata.org/entity/Q15761707,1342-937X
http://www.wikidata.org/entity/Q15761754,1358-3875
http://www.wikidata.org/entity/Q15762696,1357-3128
http://www.wikidata.org/entity/Q15763265,1355-6509
http://www.wikidata.org/entity/Q15763353,1359-6462
http://www.wikidata.org/entity/Q15763369,1356-1391
http://www.wikidata.org/entity/Q15763891,1350-4487
http://www.wikidata.org/entity/Q15763948,1344-9931
http://www.wikidata.org/entity/Q15764489,1347-8397
http://www.wikidata.org/entity/Q15764912,1345-4749
http://www.wikidata.org/entity/Q15765107,1343-8875
http://www.wikidata.org/entity/Q15765291,1330-0164
http://www.wikidata.org/entity/Q15765455,1348-9364
http://www.wikidata.org/entity/Q15765562,1340-9832
http://www.wikidata.org/entity/Q15765745,1335-8863
http://www.wikidata.org/entity/Q15765901,1324-1486
http://www.wikidata.org/entity/Q15766126,1349-2543
http://www.wikidata.org/entity/Q15766126,1349-9467
http://www.wikidata.org/entity/Q15766327,1328-7265
http://www.wikidata.org/entity/Q15766507,1328-3480
http://www.wikidata.org/entity/Q15766698,1357-0951
http://www.wikidata.org/entity/Q15767063,1329-9441
http://www.wikidata.org/entity/Q15767222,1355-8358
http://www.wikidata.org/entity/Q15767293,1344-1272
http://www.wikidata.org/entity/Q15767500,1325-1554
http://www.wikidata.org/entity/Q15767677,1326-3390
http://www.wikidata.org/entity/Q15813963,1343-4500
http://www.wikidata.org/entity/Q15813963,1344-8994
http://www.wikidata.org/entity/Q15816852,1347-5533
http://www.wikidata.org/entity/Q15817294,1343-8980
http://www.wikidata.org/entity/Q15817477,1345-3769
http://www.wikidata.org/entity/Q15817868,1350-1674
http://www.wikidata.org/entity/Q15817902,1349-3000
http://www.wikidata.org/entity/Q12358496,1406-3859
http://www.wikidata.org/entity/Q15751996,1380-8427
http://www.wikidata.org/entity/Q15751996,1386-2588
http://www.wikidata.org/entity/Q15752035,1386-6346
http://www.wikidata.org/entity/Q15752115,1360-7456
http://www.wikidata.org/entity/Q15752163,1364-9213
http://www.wikidata.org/entity/Q15752265,1388-1981
http://www.wikidata.org/entity/Q15752341,1387-5841
http://www.wikidata.org/entity/Q15752394,1366-6053
http://www.wikidata.org/entity/Q15752490,1388-9532
http://www.wikidata.org/entity/Q15752511,1420-9136
http://www.wikidata.org/entity/Q15752675,1392-1649
http://www.wikidata.org/entity/Q15753079,1378-5087
http://www.wikidata.org/entity/Q15753182,1392-2785
http://www.wikidata.org/entity/Q15753375,1365-2516
http://www.wikidata.org/entity/Q15753501,1361-455X
http://www.wikidata.org/entity/Q15753501,1361-4576
http://www.wikidata.org/entity/Q15753588,1365-2230
http://www.wikidata.org/entity/Q15753695,1389-5753
http://www.wikidata.org/entity/Q15754178,1364-906X
http://www.wikidata.org/entity/Q15754212,1362-3060
http://www.wikidata.org/entity/Q15754694,1363-9080
http://www.wikidata.org/entity/Q15754984,1365-2567
http://www.wikidata.org/entity/Q15755052,1366-5820
http://www.wikidata.org/entity/Q15755090,1386-9620
http://www.wikidata.org/entity/Q15755274,1362-2331
http://www.wikidata.org/entity/Q15755402,1384-5748
http://www.wikidata.org/entity/Q15755452,1362-9387
http://www.wikidata.org/entity/Q15755657,1380-6165
http://www.wikidata.org/entity/Q15756023,1408-7073
http://www.wikidata.org/entity/Q15756452,1367-9376
http://www.wikidata.org/entity/Q15756559,1366-9877
